Protein Details,Gene Name,SCC count,SCC proportion,SCC mean,SCC std,SCC UNIQUE,Keratosis count,Keratosis proportion,Keratosis mean,Keratosis std,Keratosis UNIQUE,Proportion Direction,Fold Change,Log2 Fold Change,Fold Change Direction,Proportion STAT,Proportion Pvalue,BH-corrected Proportion Pvalue,Proportion Rank,StudentT STAT,StudentT Pvalue,BH-corrected StudentT Pvalue,StudentT Rank,MannWhitneyU STAT,MannWhitneyU Pvalue,BH-corrected MannWhitneyU Pvalue,MannWhitneyU Rank,Minimal Pvalue,BH-corrected Minimal Pvalue,is 5% Significant?,Minimal Rank
O43707 (gene ACTN4):  Alpha-actinin-4,ACTN4,56,0.8888888888888888,15527997.593650794,31619527.865972858,False,13,0.6190476190476191,21091154.0,50013452.17781889,False,1.0,0.7362327160310933,-0.4417662345879611,-1.0,2.79613259483929,0.005171817715402034,0.03737638775433156,810.0,-0.5882320754865547,0.5579932250192663,0.7000404880956663,4438.0,864.0,0.036384421165667015,0.11727145147183651,1851.0,0.005171817715402034,0.08909065781546255,False,810.0
P84243 (gene H3-3B):  Histone H3.3,H3-3B,39,0.6190476190476191,38776230.952380955,83131366.63099888,False,10,0.47619047619047616,2777639.3333333335,7436905.828961017,False,1.0,13.960138916175701,3.8032413926441415,1.0,1.1499778169998922,0.2501530079593822,0.42004301871254557,3552.0,1.9580285177864651,0.053627416622525494,0.6004224641126419,366.0,860.0,0.033708764020755344,0.11044550219105068,1820.0,0.033708764020755344,0.3010576139937521,False,366.0
P10412 (gene H1-4):  Histone H1.4,H1-4,46,0.7301587301587301,13885344.047619049,27412150.909250986,False,15,0.7142857142857143,1102847.8095238095,2387174.0410289797,False,1.0,12.590444418257409,3.6542573031786096,1.0,0.14127007644050174,0.8876565880508169,1.0,5239.5,2.1086342444196107,0.03802792383574494,0.6004224641126419,214.0,852.0,0.047353077375198664,0.1402723235453998,2014.0,0.03802792383574494,0.3336391082412563,False,214.0
P69905 (gene HBA2):  Hemoglobin subunit alpha,HBA2,62,0.9841269841269841,3553177810.3174605,5300501166.727618,False,21,1.0,1464649950.0190477,2969795757.964083,False,-1.0,2.4259570078647457,1.2785539836447726,1.0,-0.5808178695515187,0.5613632102341217,0.6882640592389606,4507.5,1.697422175847718,0.09340937197280745,0.6004224641126419,848.0,992.0,0.0006522366444319993,0.01986462753838707,195.0,0.0006522366444319993,0.03237014131207167,True,195.0
P20774 (gene OGN):  Mimecan,OGN,30,0.47619047619047616,1448975.3015873015,5649862.021056302,False,2,0.09523809523809523,28416.666666666668,104322.8978806773,False,1.0,50.99033319189365,5.672151860049796,1.0,3.113247129976625,0.0018504100240281846,0.021477716348934143,509.0,1.1383441397988898,0.2582917533914835,0.6235276061394178,2467.0,923.5,0.001982335409865824,0.02518405555604634,464.0,0.0018504100240281846,0.05273668568480327,False,464.0
Q93077 (gene H2AC6):  Histone H2A type 1-C,H2AC6,47,0.746031746031746,36630654.76190476,76472535.52629101,False,11,0.5238095238095238,2113765.238095238,3947634.396990321,False,1.0,17.329575726629017,4.115164428867205,1.0,1.9076837511573315,0.05643210309554612,0.16147430554821493,2077.0,2.042726838205374,0.0442920079353091,0.6004224641126419,274.0,914.0,0.008227490997251573,0.04528156023026096,1084.0,0.008227490997251573,0.1151334119380834,False,274.0
P29508 (gene SERPINB3):  Serpin B3,SERPINB3,58,0.9206349206349206,213268367.47619048,508822620.97317183,False,18,0.8571428571428571,22039079.38095238,41899220.10347012,False,1.0,9.676827411425421,3.2745341313812286,1.0,0.8583950752789521,0.390674346023568,0.5641269271397509,3989.0,1.699709388823561,0.09297617397693081,0.6004224641126419,845.0,953.5,0.0025912026795345934,0.026745874024400318,578.0,0.0025912026795345934,0.06175412191519328,False,578.0
P11021 (gene HSPA5):  Endoplasmic reticulum chaperone BiP,HSPA5,57,0.9047619047619048,28679992.57142857,83240223.23395379,False,16,0.7619047619047619,8061279.428571428,17003301.67676958,False,1.0,3.5577469836580904,1.8309639140898428,1.0,1.6805976521000163,0.09284109218644856,0.22253513699652613,2486.0,1.1137965778689496,0.26862061514315133,0.6251851540151228,2561.0,908.0,0.010958474272647158,0.05341360907729815,1224.0,0.010958474272647158,0.13890564626900767,False,1224.0
P07237 (gene P4HB):  Protein disulfide-isomerase,P4HB,56,0.8888888888888888,22141912.984126985,44405427.75552626,False,11,0.5238095238095238,8053899.523809524,18571319.270702254,False,1.0,2.749216440888876,1.4590204921200332,1.0,3.606159981979133,0.00031076159087057285,0.010157504202374481,175.5,1.3963220065193953,0.16638604541315474,0.6004224641126419,1640.0,975.0,0.001167365015697894,0.023137872703168225,301.0,0.00031076159087057285,0.02747487755942583,True,175.5
P60174 (gene TPI1):  Triosephosphate isomerase,TPI1,57,0.9047619047619048,181558982.0952381,324715224.0348234,False,15,0.7142857142857143,43857535.47619048,84028957.34614459,False,1.0,4.139744290779843,2.049541656174535,1.0,2.1602468994692865,0.03075356125927459,0.10881985321665531,1665.0,1.89897369087347,0.061084800968173605,0.6004224641126419,432.0,969.0,0.0014936308950413094,0.023956952825053498,368.0,0.0014936308950413094,0.04876668922039059,True,368.0
P02647 (gene APOA1):  Apolipoprotein A-I,APOA1,56,0.8888888888888888,786345225.0952381,1506649582.7252872,False,14,0.6666666666666666,468007562.28571427,1031362683.277047,False,1.0,1.680197690085999,0.7486309887942226,1.0,2.366431913239847,0.01796047752607873,0.07349259871096452,1391.0,0.8896854411809305,0.3762375415829159,0.6548153619453949,3426.0,958.5,0.002141084500772399,0.025650020344594644,498.0,0.002141084500772399,0.05841635730918353,False,498.0
P16401 (gene H1-5):  Histone H1.5,H1-5,51,0.8095238095238095,18867969.206349205,35673477.87271918,False,14,0.6666666666666666,12210619.80952381,29694094.301609803,False,1.0,1.5452097846524855,0.6278027182150496,1.0,1.3551521121127195,0.17536909837582326,0.34376022295778785,3029.5,0.7615732498552982,0.4484995424658844,0.6834097306095762,3914.0,871.0,0.029890160623975634,0.10309455528250798,1729.0,0.029890160623975634,0.2823082294711957,False,1729.0
P00338 (gene LDHA):  L-lactate dehydrogenase A chain,LDHA,57,0.9047619047619048,140407990.33333334,186887889.96339506,False,17,0.8095238095238095,37699323.85714286,82085379.71181531,False,1.0,3.7244166729724157,1.8970144849277455,1.0,1.1671170301911296,0.24316311126593781,0.41061735686741724,3511.0,2.41195782393076,0.018099686495908953,0.6004224641126419,81.0,979.0,0.0010478433238364868,0.02261168425700361,275.0,0.0010478433238364868,0.04119017762326665,True,81.0
P00558 (gene PGK1):  Phosphoglycerate kinase 1,PGK1,58,0.9206349206349206,117190333.87301587,179692984.73491737,False,16,0.7619047619047619,49219187.809523806,109734385.0739387,False,1.0,2.3809887787367634,1.251560821406663,1.0,1.9451950503185491,0.05175150734689509,0.15246888534892647,2024.0,1.6152047774783966,0.11010780181254122,0.6004224641126419,1042.0,946.5,0.003267860589450736,0.02892589952027165,674.0,0.003267860589450736,0.06872875303171479,False,674.0
"Q5XKE5 (gene KRT79):  Keratin, type II cytoskeletal 79",KRT79,43,0.6825396825396826,8731289.849206349,37816765.80460915,False,11,0.5238095238095238,689025.1904761905,2173239.2788737672,False,1.0,12.671945771909176,3.6635661615882054,1.0,1.314684396244359,0.18861599283114538,0.35222625080018427,3185.5,0.9623476588358836,0.3387043221947922,0.6382533121333324,3166.0,746.0,0.37445076456314197,0.5573785582294674,4008.0,0.18861599283114538,0.9686797818341004,False,3166.0
O75369 (gene FLNB):  Filamin-B,FLNB,58,0.9206349206349206,3952741.168253968,8010129.58103799,False,20,0.9523809523809523,1554903.7571428572,3820969.709394338,False,-1.0,2.5421130729754013,1.3460282027239954,1.0,-0.4891995904702286,0.6247003994441909,0.7507982641184614,4943.5,1.3067170755804993,0.19496177876661974,0.6004224641126419,1934.0,939.5,0.004142663854422049,0.03201442040865537,772.0,0.004142663854422049,0.07787221609243093,False,772.0
P06748 (gene NPM1):  Nucleophosmin,NPM1,54,0.8571428571428571,17904810.063492063,34575294.55178338,False,14,0.6666666666666666,4408241.619047619,9494145.13141134,False,1.0,4.061667125078379,2.0220720080542796,1.0,1.9250668437592435,0.054220996309176414,0.15695413099492794,2046.5,1.745597535826851,0.08462659830962452,0.6004224641126419,739.0,947.5,0.0030821254192819197,0.028202393023674745,652.0,0.0030821254192819197,0.06598299509083139,False,652.0
P01859 (gene IGHG2):  Immunoglobulin heavy constant gamma 2,IGHG2,58,0.9206349206349206,295844784.82539684,433115772.2561223,False,19,0.9047619047619048,112710972.28571428,236057107.59207428,False,1.0,2.6248090920150062,1.3922124962953355,1.0,0.22792115291927503,0.819707537829789,0.9455481768547024,5171.0,1.8261627576842294,0.0714654377689351,0.6004224641126419,557.0,937.0,0.0044893170432443175,0.03360510097866449,797.0,0.0044893170432443175,0.08165629719510853,False,557.0
"P68032 (gene ACTC1):  Actin, alpha cardiac muscle 1",ACTC1,58,0.9206349206349206,92471549.76190476,157247868.62925857,False,14,0.6666666666666666,46520363.571428575,114367104.3722496,False,1.0,1.9877649842508123,0.991147195482398,1.0,2.880329199292382,0.003972601337911987,0.031226007354391187,757.0,1.2199033064426634,0.2259985009712844,0.6120777359985798,2200.0,967.5,0.0015755233653698603,0.023956952825053498,390.0,0.0015755233653698603,0.04876668922039059,True,390.0
P51888 (gene PRELP):  Prolargin,PRELP,33,0.5238095238095238,1482904.888888889,4249613.7869670335,False,7,0.3333333333333333,513582.38095238095,941147.2562423088,False,1.0,2.8873749253938983,1.529758453568649,1.0,1.5135749373285396,0.13013368168806833,0.28180673137967927,2748.5,1.024411164419453,0.3086537251473022,0.6327258307964719,2906.0,756.0,0.29403105575628163,0.4755189153271825,3689.0,0.13013368168806833,0.7704706036563171,False,2748.5
P33121 (gene ACSL1):  Long-chain-fatty-acid--CoA ligase 1,ACSL1,28,0.4444444444444444,3903674.953968254,21610898.14951229,False,6,0.2857142857142857,273716.38095238095,1126077.661418374,False,1.0,14.261751307581124,3.834079246909398,1.0,1.2833778958394957,0.1993597141140514,0.364616816187747,3250.5,0.7601675800255276,0.4493345716146364,0.6836852982027342,3921.0,781.5,0.1646525785738887,0.3202860397038866,3067.0,0.1646525785738887,0.9017600524221113,False,3067.0
Q00610 (gene CLTC):  Clathrin heavy chain 1,CLTC,57,0.9047619047619048,2881476.4253968257,6391406.426414587,False,17,0.8095238095238095,3463510.1095238095,8441597.113483336,False,1.0,0.8319526533133642,-0.26542666841240914,-1.0,1.1671170301911296,0.24316311126593781,0.41061735686741724,3511.0,-0.3278662407616402,0.7438484657507509,0.8698157480731047,5102.0,852.0,0.04949002753619937,0.14473407072596345,2040.0,0.04949002753619937,0.4024409417732378,False,2040.0
"P25705 (gene ATP5F1A):  ATP synthase subunit alpha, mitochondrial",ATP5F1A,57,0.9047619047619048,8028394.492063492,16777047.08331332,False,17,0.8095238095238095,2036252.4428571428,4569728.507699838,False,1.0,3.942730441022629,1.9791950787709747,1.0,1.1671170301911296,0.24316311126593781,0.41061735686741724,3511.0,1.5974921366132955,0.11400272245736527,0.6004224641126419,1083.0,931.0,0.005417507738667961,0.03603216406788524,897.0,0.005417507738667961,0.09019772419225969,False,897.0
P01024 (gene C3):  Complement C3,C3,57,0.9047619047619048,46643015.34920635,68197041.99756673,False,17,0.8095238095238095,54333482.71904761,132851179.42230086,False,1.0,0.8584580449295204,-0.2201804671843399,-1.0,1.1671170301911296,0.24316311126593781,0.41061735686741724,3511.0,-0.33926056570452706,0.7352807772339869,0.861993538411862,5089.0,944.0,0.003551163657640482,0.030335173584118236,697.0,0.003551163657640482,0.07255562459412025,False,697.0
P26038 (gene MSN):  Moesin,MSN,60,0.9523809523809523,41707004.61904762,86154886.83833908,False,20,0.9523809523809523,21959740.95238095,51490129.47808491,False,0.0,1.8992484797287057,0.9254286664254006,1.0,0.0,1.0,1.0,5611.5,0.9810185050002946,0.3294692200420293,0.6360707327345385,3089.0,917.5,0.008303964532064069,0.04553442316019691,1088.0,0.008303964532064069,0.11602213676415511,False,1088.0
P08238 (gene HSP90AB1):  Heat shock protein HSP 90-beta,HSP90AB1,56,0.8888888888888888,19798339.23809524,44885017.09456238,False,11,0.5238095238095238,19527589.04761905,45826864.989412144,False,1.0,1.0138650086201086,0.01986557703664311,1.0,3.606159981979133,0.00031076159087057285,0.010157504202374481,175.5,0.023527993471003046,0.9812862699140918,1.0,5346.0,892.0,0.01704291255442363,0.07056073303240207,1441.0,0.00031076159087057285,0.02747487755942583,True,175.5
P04083 (gene ANXA1):  Annexin A1,ANXA1,58,0.9206349206349206,84128752.33333333,184550730.62514034,False,13,0.6190476190476191,24381782.04761905,50295223.39685834,False,1.0,3.450475940151606,1.7867953732353938,1.0,3.309266676646266,0.0009354069481439328,0.01541612666471465,361.5,1.4479933590078555,0.15143173805011256,0.6004224641126419,1484.0,931.0,0.005370786635650789,0.035761286906576574,896.0,0.0009354069481439328,0.0390662516645487,True,361.5
P22626 (gene HNRNPA2B1):  Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,54,0.8571428571428571,51777650.952380955,111996256.74627107,False,14,0.6666666666666666,6436206.761904762,13565525.385578316,False,1.0,8.044746365023485,3.0080469363382694,1.0,1.9250668437592435,0.054220996309176414,0.15695413099492794,2046.5,1.8285608699026292,0.07110145210339931,0.6004224641126419,550.0,945.5,0.0032959762965171563,0.029088453528138096,676.0,0.0032959762965171563,0.06891516793815895,False,550.0
Q13835 (gene PKP1):  Plakophilin-1,PKP1,56,0.8888888888888888,5962738.333333333,12409538.747572346,False,14,0.6666666666666666,1643200.9047619049,2175338.6154086646,False,1.0,3.6287335991904706,1.8594661463090376,1.0,2.366431913239847,0.01796047752607873,0.07349259871096452,1391.0,1.567998482017516,0.12073257409779145,0.6004224641126419,1161.0,891.5,0.017491052466977,0.07171932578555654,1455.0,0.017491052466977,0.19091673705613096,False,1161.0
P02679 (gene FGG):  Fibrinogen gamma chain,FGG,54,0.8571428571428571,70295443.12698413,104988550.98900335,False,14,0.6666666666666666,23479528.623809524,60235141.211668745,False,1.0,2.993903508595046,1.5820277250988433,1.0,1.9250668437592435,0.054220996309176414,0.15695413099492794,2046.5,1.9165552877429828,0.058778194417836854,0.6004224641126419,412.0,978.5,0.001035259921895024,0.02261168425700361,273.0,0.001035259921895024,0.04119017762326665,True,273.0
Q06830 (gene PRDX1):  Peroxiredoxin-1,PRDX1,58,0.9206349206349206,279626408.0,451711669.36889946,False,16,0.7619047619047619,106623830.48095238,228604784.70774606,False,1.0,2.6225507631706284,1.3909706984710768,1.0,1.9451950503185491,0.05175150734689509,0.15246888534892647,2024.0,1.6644794695390488,0.09983356027557994,0.6004224641126419,931.0,963.5,0.0018263570620570295,0.024994332164314837,435.0,0.0018263570620570295,0.05273668568480327,False,435.0
P0DMV9;P0DMV8 (gene HSPA1B;HSPA1A):  Heat shock 70 kDa protein 1B; Heat shock 70 kDa protein 1A,HSPA1B;HSPA1A,59,0.9365079365079365,35985128.353968255,60339900.77784954,False,16,0.7619047619047619,11297954.38095238,25205992.491114262,False,1.0,3.1851012263453344,1.671339223792644,1.0,2.2403703397561894,0.025066890188381288,0.09352662092800673,1599.0,1.8008046187035749,0.07541030285086275,0.6004224641126419,607.0,976.0,0.0011720378182722478,0.023153568290768974,302.0,0.0011720378182722478,0.04343091691808839,True,302.0
P07339 (gene CTSD):  Cathepsin D,CTSD,56,0.8888888888888888,23371116.561904762,46325131.0572018,False,12,0.5714285714285714,3624431.476190476,5605700.922396835,False,1.0,6.448215869282469,2.688900042304195,1.0,3.208444739598739,0.0013345495264690801,0.018643974138440718,412.0,1.9252944783102057,0.057659336979668,0.6004224641126419,402.0,959.5,0.002043643845029524,0.02518405555604634,480.0,0.0013345495264690801,0.046176774314420486,True,402.0
P61978 (gene HNRNPK):  Heterogeneous nuclear ribonucleoprotein K,HNRNPK,52,0.8253968253968254,21056099.285714287,48843543.85270537,False,10,0.47619047619047616,4003070.5714285714,8320389.107557345,False,1.0,5.259987029955048,2.3950592421330525,1.0,3.152060258143512,0.0016212281269270567,0.019519732365323672,476.5,1.5731892178998952,0.11952571301336963,0.6004224641126419,1148.0,964.5,0.0016147506626951965,0.024097870004726907,398.0,0.0016147506626951965,0.04876668922039059,True,398.0
P55072 (gene VCP):  Transitional endoplasmic reticulum ATPase,VCP,56,0.8888888888888888,8802751.046031745,20654404.201856147,False,16,0.7619047619047619,16069805.104761904,37662679.45178184,False,1.0,0.5477820663439603,-0.8683260599870966,-1.0,1.440164599646191,0.1498208360668926,0.3047497811029939,2931.5,-1.0971135617452137,0.2758031353172601,0.6266868451924533,2617.0,885.5,0.020771633768617907,0.07948913859113177,1559.0,0.020771633768617907,0.21555750181525726,False,1559.0
P05023 (gene ATP1A1):  Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,40,0.6349206349206349,1066801.7031746032,2528704.3796737543,False,12,0.5714285714285714,127737.92857142857,257428.79665130732,False,1.0,8.351487417221714,3.0620331674483037,1.0,0.5188745216627708,0.6038482460673436,0.7347661913191458,4899.0,1.6785144900515065,0.09705398502518507,0.6004224641126419,893.0,823.5,0.08609291719720179,0.21086903746223276,2419.0,0.08609291719720179,0.5694349711735097,False,893.0
P14625 (gene HSP90B1):  Endoplasmin,HSP90B1,55,0.873015873015873,8255943.174603174,20868285.17317034,False,15,0.7142857142857143,3689818.0,7849171.69465179,False,1.0,2.237493332896348,1.1618833835560198,1.0,1.6903085094570334,0.09096894797535775,0.21857460476076696,2459.0,0.9681261019126876,0.3358282353138078,0.6375535240864197,3142.0,853.0,0.047974472880687576,0.1416208338476903,2021.0,0.047974472880687576,0.39207630850161934,False,2021.0
P0DP25;P0DP24;P0DP23 (gene CALM3;CALM2;CALM1):  Calmodulin-3; Calmodulin-2; Calmodulin-1,CALM3;CALM2;CALM1,61,0.9682539682539683,89408194.31746031,174425423.40378693,False,17,0.8095238095238095,33405273.80952381,68586207.55243555,False,1.0,2.676469434953934,1.4203311772962213,1.0,2.445997952351143,0.014445182089611803,0.0660382807253824,1304.0,1.4176375472733145,0.16008541022092607,0.6004224641126419,1576.0,945.0,0.003456599284867603,0.029800681117803644,692.0,0.003456599284867603,0.0714390461900235,False,692.0
P22528 (gene SPRR1B):  Cornifin-B,SPRR1B,56,0.8888888888888888,101092169.84126984,245957567.8046147,False,16,0.7619047619047619,15626207.42857143,31990914.02798305,False,1.0,6.469398944264838,2.693631681242654,1.0,1.440164599646191,0.1498208360668926,0.3047497811029939,2931.5,1.5688768244619973,0.12052767700295865,0.6004224641126419,1159.0,971.5,0.00136580946767473,0.023827651939214038,341.0,0.00136580946767473,0.04682999588590483,True,341.0
P00738 (gene HP):  Haptoglobin,HP,61,0.9682539682539683,241697937.4857143,396518822.96848303,False,16,0.7619047619047619,144669811.57142857,348187805.590205,False,1.0,1.6706867511635475,0.7404412576915376,1.0,2.9629749879505867,0.0030468132560736378,0.02720303181304197,653.5,0.988185583747635,0.32596872698954615,0.6349100310870495,3063.0,991.0,0.0006749905066105422,0.019949205070517607,201.0,0.0006749905066105422,0.032497898582617396,True,201.0
